,MMSI,SHIPNAME,VESSEL TYPE,SPEED (KNOTSx10),COURSE,HEADING,TIMESTAMP UTC,LENGTH,Year,ship_Loc,LAT,LON,distance(in km),axial_Loc,instance_id,ud_group
1923,366345000,THOMAS G.THOMPSON,Research/Survey Vessel,0,248,334,2020-08-10 09:55:59,83.26,2020,"(45.83012, -129.7585)",45.83012,-129.7585,1.52,"(45.8168, -129.754)",AB_20200810095158_20200810100158,Research
1924,366345000,THOMAS G.THOMPSON,Research/Survey Vessel,1,231,335,2020-08-10 09:57:59,83.26,2020,"(45.83012, -129.7585)",45.83012,-129.7585,1.52,"(45.8168, -129.754)",AB_20200810095158_20200810100158,Research
1925,366345000,THOMAS G.THOMPSON,Research/Survey Vessel,0,45,335,2020-08-10 10:00:08,83.26,2020,"(45.8301, -129.7585)",45.8301,-129.7585,1.52,"(45.8168, -129.754)",AB_20200810095158_20200810100158,Research
1926,366345000,THOMAS G.THOMPSON,Research/Survey Vessel,0,245,334,2020-08-10 10:02:18,83.26,2020,"(45.8301, -129.7585)",45.8301,-129.7585,1.52,"(45.8168, -129.754)",AB_20200810100158_20200810101158,Research
1927,366345000,THOMAS G.THOMPSON,Research/Survey Vessel,0,55,335,2020-08-10 10:05:59,83.26,2020,"(45.8301, -129.7584)",45.8301,-129.7584,1.52,"(45.8168, -129.754)",AB_20200810100158_20200810101158,Research
1928,366345000,THOMAS G.THOMPSON,Research/Survey Vessel,0,76,335,2020-08-10 10:08:19,83.26,2020,"(45.83012, -129.7584)",45.83012,-129.7584,1.52,"(45.8168, -129.754)",AB_20200810100158_20200810101158,Research
1929,366345000,THOMAS G.THOMPSON,Research/Survey Vessel,1,56,334,2020-08-10 10:10:58,83.26,2020,"(45.83012, -129.7585)",45.83012,-129.7585,1.52,"(45.8168, -129.754)",AB_20200810100158_20200810101158,Research
1930,366345000,THOMAS G.THOMPSON,Research/Survey Vessel,1,254,334,2020-08-10 10:13:59,83.26,2020,"(45.8301, -129.7585)",45.8301,-129.7585,1.52,"(45.8168, -129.754)",AB_20200810101158_20200810102158,Research
1931,366345000,THOMAS G.THOMPSON,Research/Survey Vessel,1,235,333,2020-08-10 10:16:30,83.26,2020,"(45.83012, -129.7585)",45.83012,-129.7585,1.52,"(45.8168, -129.754)",AB_20200810101158_20200810102158,Research
1932,366345000,THOMAS G.THOMPSON,Research/Survey Vessel,1,262,334,2020-08-10 10:20:00,83.26,2020,"(45.8301, -129.7585)",45.8301,-129.7585,1.52,"(45.8168, -129.754)",AB_20200810101158_20200810102158,Research
1933,366345000,THOMAS G.THOMPSON,Research/Survey Vessel,2,177,334,2020-08-10 10:23:29,83.26,2020,"(45.82995, -129.7583)",45.82995,-129.7583,1.5,"(45.8168, -129.754)",AB_20200810102158_20200810103158,Research
1934,366345000,THOMAS G.THOMPSON,Research/Survey Vessel,2,138,334,2020-08-10 10:26:48,83.26,2020,"(45.8298, -129.7582)",45.8298,-129.7582,1.48,"(45.8168, -129.754)",AB_20200810102158_20200810103158,Research
1935,366345000,THOMAS G.THOMPSON,Research/Survey Vessel,2,164,335,2020-08-10 10:29:19,83.26,2020,"(45.82969, -129.7581)",45.82969,-129.7581,1.47,"(45.8168, -129.754)",AB_20200810102158_20200810103158,Research
1936,366345000,THOMAS G.THOMPSON,Research/Survey Vessel,3,166,335,2020-08-10 10:36:59,83.26,2020,"(45.8293, -129.7578)",45.8293,-129.7578,1.42,"(45.8168, -129.754)",AB_20200810103158_20200810104158,Research
1937,366345000,THOMAS G.THOMPSON,Research/Survey Vessel,1,147,334,2020-08-10 10:39:19,83.26,2020,"(45.8292, -129.7577)",45.8292,-129.7577,1.41,"(45.8168, -129.754)",AB_20200810103158_20200810104158,Research
1938,366345000,THOMAS G.THOMPSON,Research/Survey Vessel,0,86,338,2020-08-10 10:42:10,83.26,2020,"(45.82915, -129.7577)",45.82915,-129.7577,1.4,"(45.8168, -129.754)",AB_20200810104158_20200810105158,Research
1939,366345000,THOMAS G.THOMPSON,Research/Survey Vessel,1,261,339,2020-08-10 10:51:00,83.26,2020,"(45.82917, -129.7577)",45.82917,-129.7577,1.4,"(45.8168, -129.754)",AB_20200810104158_20200810105158,Research
1940,366345000,THOMAS G.THOMPSON,Research/Survey Vessel,1,131,340,2020-08-10 10:54:28,83.26,2020,"(45.82917, -129.7577)",45.82917,-129.7577,1.4,"(45.8168, -129.754)",AB_20200810105158_20200810110158,Research
1941,366345000,THOMAS G.THOMPSON,Research/Survey Vessel,1,268,340,2020-08-10 10:57:00,83.26,2020,"(45.82917, -129.7577)",45.82917,-129.7577,1.4,"(45.8168, -129.754)",AB_20200810105158_20200810110158,Research
1942,366345000,THOMAS G.THOMPSON,Research/Survey Vessel,1,18,340,2020-08-10 10:59:59,83.26,2020,"(45.82915, -129.7577)",45.82915,-129.7577,1.4,"(45.8168, -129.754)",AB_20200810105158_20200810110158,Research
1943,366345000,THOMAS G.THOMPSON,Research/Survey Vessel,0,232,339,2020-08-10 11:03:10,83.26,2020,"(45.82917, -129.7577)",45.82917,-129.7577,1.4,"(45.8168, -129.754)",AB_20200810110158_20200810111158,Research
1944,366345000,THOMAS G.THOMPSON,Research/Survey Vessel,1,228,339,2020-08-10 11:07:02,83.26,2020,"(45.82917, -129.7577)",45.82917,-129.7577,1.4,"(45.8168, -129.754)",AB_20200810110158_20200810111158,Research
1945,366345000,THOMAS G.THOMPSON,Research/Survey Vessel,13,242,65,2020-08-10 11:09:11,83.26,2020,"(45.82908, -129.7579)",45.82908,-129.7579,1.4,"(45.8168, -129.754)",AB_20200810110158_20200810111158,Research
1946,366345000,THOMAS G.THOMPSON,Research/Survey Vessel,47,114,106,2020-08-10 11:14:29,83.26,2020,"(45.82758, -129.7542)",45.82758,-129.7542,1.2,"(45.8168, -129.754)",AB_20200810111158_20200810112158,Research
1947,366345000,THOMAS G.THOMPSON,Research/Survey Vessel,77,104,102,2020-08-10 11:20:48,83.26,2020,"(45.82565, -129.7403)",45.82565,-129.7403,1.45,"(45.8168, -129.754)",AB_20200810111158_20200810112158,Research
1948,366345000,THOMAS G.THOMPSON,Research/Survey Vessel,62,120,123,2020-08-17 16:24:54,83.26,2020,"(45.84353, -129.7912)",45.84353,-129.7912,4.15,"(45.8168, -129.754)",AB_20200817162454_20200817163454,Research
1949,366345000,THOMAS G.THOMPSON,Research/Survey Vessel,64,122,123,2020-08-17 16:28:04,83.26,2020,"(45.84062, -129.7845)",45.84062,-129.7845,3.55,"(45.8168, -129.754)",AB_20200817162454_20200817163454,Research
1950,366345000,THOMAS G.THOMPSON,Research/Survey Vessel,62,121,122,2020-08-17 16:32:35,83.26,2020,"(45.8365, -129.7748)",45.8365,-129.7748,2.72,"(45.8168, -129.754)",AB_20200817162454_20200817163454,Research
1951,366345000,THOMAS G.THOMPSON,Research/Survey Vessel,28,127,134,2020-08-17 16:42:14,83.26,2020,"(45.83087, -129.7611)",45.83087,-129.7611,1.66,"(45.8168, -129.754)",AB_20200817163454_20200817164454,Research
1952,366345000,THOMAS G.THOMPSON,Research/Survey Vessel,0,57,166,2020-08-17 16:48:14,83.26,2020,"(45.82988, -129.7595)",45.82988,-129.7595,1.52,"(45.8168, -129.754)",AB_20200817164454_20200817165454,Research
1953,366345000,THOMAS G.THOMPSON,Research/Survey Vessel,6,271,189,2020-08-17 16:55:45,83.26,2020,"(45.8296, -129.7593)",45.8296,-129.7593,1.48,"(45.8168, -129.754)",AB_20200817165454_20200817170454,Research
1954,366345000,THOMAS G.THOMPSON,Research/Survey Vessel,1,112,193,2020-08-17 17:08:46,83.26,2020,"(45.82962, -129.7599)",45.82962,-129.7599,1.5,"(45.8168, -129.754)",AB_20200817170454_20200817171454,Research
1955,366345000,THOMAS G.THOMPSON,Research/Survey Vessel,2,271,193,2020-08-17 17:24:44,83.26,2020,"(45.8296, -129.76)",45.8296,-129.76,1.5,"(45.8168, -129.754)",AB_20200817171454_20200817172454,Research
1956,366345000,THOMAS G.THOMPSON,Research/Survey Vessel,1,308,193,2020-08-17 17:30:05,83.26,2020,"(45.8296, -129.7603)",45.8296,-129.7603,1.5,"(45.8168, -129.754)",AB_20200817172454_20200817173454,Research
1957,366345000,THOMAS G.THOMPSON,Research/Survey Vessel,1,300,194,2020-08-17 17:33:26,83.26,2020,"(45.82962, -129.7603)",45.82962,-129.7603,1.51,"(45.8168, -129.754)",AB_20200817172454_20200817173454,Research
1958,366345000,THOMAS G.THOMPSON,Research/Survey Vessel,1,282,194,2020-08-17 17:35:35,83.26,2020,"(45.8296, -129.7603)",45.8296,-129.7603,1.5,"(45.8168, -129.754)",AB_20200817173454_20200817174454,Research
1959,366345000,THOMAS G.THOMPSON,Research/Survey Vessel,3,296,194,2020-08-17 17:39:25,83.26,2020,"(45.8296, -129.7603)",45.8296,-129.7603,1.5,"(45.8168, -129.754)",AB_20200817173454_20200817174454,Research
1960,366345000,THOMAS G.THOMPSON,Research/Survey Vessel,3,113,194,2020-08-17 17:46:15,83.26,2020,"(45.8296, -129.7603)",45.8296,-129.7603,1.5,"(45.8168, -129.754)",AB_20200817174454_20200817175454,Research
1961,366345000,THOMAS G.THOMPSON,Research/Survey Vessel,2,102,202,2020-08-17 17:52:44,83.26,2020,"(45.8296, -129.7602)",45.8296,-129.7602,1.5,"(45.8168, -129.754)",AB_20200817174454_20200817175454,Research
1962,366345000,THOMAS G.THOMPSON,Research/Survey Vessel,1,111,201,2020-08-17 17:55:45,83.26,2020,"(45.8296, -129.7603)",45.8296,-129.7603,1.5,"(45.8168, -129.754)",AB_20200817175454_20200817180454,Research
1963,366345000,THOMAS G.THOMPSON,Research/Survey Vessel,1,122,202,2020-08-17 18:01:06,83.26,2020,"(45.8296, -129.7603)",45.8296,-129.7603,1.5,"(45.8168, -129.754)",AB_20200817175454_20200817180454,Research
1964,366345000,THOMAS G.THOMPSON,Research/Survey Vessel,0,297,201,2020-08-17 18:05:25,83.26,2020,"(45.8296, -129.7603)",45.8296,-129.7603,1.5,"(45.8168, -129.754)",AB_20200817180454_20200817181454,Research
1965,366345000,THOMAS G.THOMPSON,Research/Survey Vessel,5,113,202,2020-08-17 18:08:04,83.26,2020,"(45.8296, -129.7603)",45.8296,-129.7603,1.5,"(45.8168, -129.754)",AB_20200817180454_20200817181454,Research
1966,366345000,THOMAS G.THOMPSON,Research/Survey Vessel,1,289,202,2020-08-17 18:11:25,83.26,2020,"(45.8296, -129.7603)",45.8296,-129.7603,1.5,"(45.8168, -129.754)",AB_20200817180454_20200817181454,Research
1967,366345000,THOMAS G.THOMPSON,Research/Survey Vessel,2,113,202,2020-08-17 18:14:45,83.26,2020,"(45.8296, -129.7602)",45.8296,-129.7602,1.5,"(45.8168, -129.754)",AB_20200817180454_20200817181454,Research
1968,366345000,THOMAS G.THOMPSON,Research/Survey Vessel,0,291,201,2020-08-17 18:17:04,83.26,2020,"(45.8296, -129.7603)",45.8296,-129.7603,1.5,"(45.8168, -129.754)",AB_20200817181454_20200817182454,Research
1969,366345000,THOMAS G.THOMPSON,Research/Survey Vessel,3,118,202,2020-08-17 18:21:35,83.26,2020,"(45.82958, -129.7603)",45.82958,-129.7603,1.5,"(45.8168, -129.754)",AB_20200817181454_20200817182454,Research
1970,366345000,THOMAS G.THOMPSON,Research/Survey Vessel,2,102,201,2020-08-17 18:32:26,83.26,2020,"(45.8296, -129.7602)",45.8296,-129.7602,1.5,"(45.8168, -129.754)",AB_20200817182454_20200817183454,Research
1971,366345000,THOMAS G.THOMPSON,Research/Survey Vessel,1,113,201,2020-08-17 18:41:55,83.26,2020,"(45.8296, -129.7603)",45.8296,-129.7603,1.5,"(45.8168, -129.754)",AB_20200817183454_20200817184454,Research
1972,366345000,THOMAS G.THOMPSON,Research/Survey Vessel,1,299,202,2020-08-17 18:45:36,83.26,2020,"(45.8296, -129.7603)",45.8296,-129.7603,1.5,"(45.8168, -129.754)",AB_20200817184454_20200817185454,Research
1973,366345000,THOMAS G.THOMPSON,Research/Survey Vessel,0,297,202,2020-08-17 18:51:14,83.26,2020,"(45.8296, -129.7603)",45.8296,-129.7603,1.5,"(45.8168, -129.754)",AB_20200817184454_20200817185454,Research
1974,366345000,THOMAS G.THOMPSON,Research/Survey Vessel,3,305,201,2020-08-17 18:54:45,83.26,2020,"(45.8296, -129.7603)",45.8296,-129.7603,1.5,"(45.8168, -129.754)",AB_20200817184454_20200817185454,Research
1975,366345000,THOMAS G.THOMPSON,Research/Survey Vessel,0,301,202,2020-08-17 19:01:25,83.26,2020,"(45.8296, -129.7603)",45.8296,-129.7603,1.5,"(45.8168, -129.754)",AB_20200817185454_20200817190454,Research
1976,366345000,THOMAS G.THOMPSON,Research/Survey Vessel,0,126,201,2020-08-17 19:04:05,83.26,2020,"(45.8296, -129.7603)",45.8296,-129.7603,1.5,"(45.8168, -129.754)",AB_20200817185454_20200817190454,Research
1977,366345000,THOMAS G.THOMPSON,Research/Survey Vessel,3,118,202,2020-08-17 19:07:34,83.26,2020,"(45.8296, -129.7602)",45.8296,-129.7602,1.5,"(45.8168, -129.754)",AB_20200817190454_20200817191454,Research
1978,366345000,THOMAS G.THOMPSON,Research/Survey Vessel,2,110,201,2020-08-17 19:12:44,83.26,2020,"(45.8296, -129.7603)",45.8296,-129.7603,1.5,"(45.8168, -129.754)",AB_20200817190454_20200817191454,Research
1979,366345000,THOMAS G.THOMPSON,Research/Survey Vessel,3,112,202,2020-08-17 19:15:06,83.26,2020,"(45.8296, -129.7603)",45.8296,-129.7603,1.5,"(45.8168, -129.754)",AB_20200817191454_20200817192454,Research
1980,366345000,THOMAS G.THOMPSON,Research/Survey Vessel,1,109,201,2020-08-17 19:18:07,83.26,2020,"(45.8296, -129.7603)",45.8296,-129.7603,1.5,"(45.8168, -129.754)",AB_20200817191454_20200817192454,Research
1981,366345000,THOMAS G.THOMPSON,Research/Survey Vessel,1,286,201,2020-08-17 19:20:36,83.26,2020,"(45.8296, -129.7603)",45.8296,-129.7603,1.5,"(45.8168, -129.754)",AB_20200817191454_20200817192454,Research
1982,366345000,THOMAS G.THOMPSON,Research/Survey Vessel,0,118,201,2020-08-17 19:23:34,83.26,2020,"(45.8296, -129.7602)",45.8296,-129.7602,1.5,"(45.8168, -129.754)",AB_20200817191454_20200817192454,Research
1983,366345000,THOMAS G.THOMPSON,Research/Survey Vessel,2,119,202,2020-08-17 19:29:44,83.26,2020,"(45.8296, -129.7604)",45.8296,-129.7604,1.51,"(45.8168, -129.754)",AB_20200817192454_20200817193454,Research
1984,366345000,THOMAS G.THOMPSON,Research/Survey Vessel,1,114,202,2020-08-17 19:32:04,83.26,2020,"(45.8296, -129.7604)",45.8296,-129.7604,1.51,"(45.8168, -129.754)",AB_20200817192454_20200817193454,Research
1985,366345000,THOMAS G.THOMPSON,Research/Survey Vessel,1,286,202,2020-08-17 19:34:05,83.26,2020,"(45.8296, -129.7604)",45.8296,-129.7604,1.51,"(45.8168, -129.754)",AB_20200817192454_20200817193454,Research
1986,366345000,THOMAS G.THOMPSON,Research/Survey Vessel,2,303,202,2020-08-17 19:39:25,83.26,2020,"(45.82958, -129.7604)",45.82958,-129.7604,1.51,"(45.8168, -129.754)",AB_20200817193454_20200817194454,Research
1987,366345000,THOMAS G.THOMPSON,Research/Survey Vessel,1,299,201,2020-08-17 19:49:44,83.26,2020,"(45.8296, -129.7604)",45.8296,-129.7604,1.51,"(45.8168, -129.754)",AB_20200817194454_20200817195454,Research
1988,366345000,THOMAS G.THOMPSON,Research/Survey Vessel,2,108,202,2020-08-17 19:54:06,83.26,2020,"(45.8296, -129.7604)",45.8296,-129.7604,1.51,"(45.8168, -129.754)",AB_20200817194454_20200817195454,Research
1989,366345000,THOMAS G.THOMPSON,Research/Survey Vessel,1,99,202,2020-08-17 19:57:14,83.26,2020,"(45.82958, -129.7604)",45.82958,-129.7604,1.51,"(45.8168, -129.754)",AB_20200817195454_20200817200454,Research
1990,366345000,THOMAS G.THOMPSON,Research/Survey Vessel,1,285,202,2020-08-17 20:00:55,83.26,2020,"(45.82958, -129.7604)",45.82958,-129.7604,1.51,"(45.8168, -129.754)",AB_20200817195454_20200817200454,Research
1991,366345000,THOMAS G.THOMPSON,Research/Survey Vessel,1,286,201,2020-08-17 20:05:25,83.26,2020,"(45.82958, -129.7604)",45.82958,-129.7604,1.51,"(45.8168, -129.754)",AB_20200817200454_20200817201454,Research
1992,366345000,THOMAS G.THOMPSON,Research/Survey Vessel,0,275,201,2020-08-17 20:11:05,83.26,2020,"(45.8296, -129.7604)",45.8296,-129.7604,1.51,"(45.8168, -129.754)",AB_20200817200454_20200817201454,Research
1993,366345000,THOMAS G.THOMPSON,Research/Survey Vessel,0,305,202,2020-08-17 20:23:25,83.26,2020,"(45.82958, -129.7604)",45.82958,-129.7604,1.51,"(45.8168, -129.754)",AB_20200817201454_20200817202454,Research
1994,366345000,THOMAS G.THOMPSON,Research/Survey Vessel,1,127,202,2020-08-17 20:27:25,83.26,2020,"(45.82958, -129.7604)",45.82958,-129.7604,1.51,"(45.8168, -129.754)",AB_20200817202454_20200817203454,Research
1995,366345000,THOMAS G.THOMPSON,Research/Survey Vessel,2,124,201,2020-08-17 20:29:25,83.26,2020,"(45.82958, -129.7604)",45.82958,-129.7604,1.51,"(45.8168, -129.754)",AB_20200817202454_20200817203454,Research
1996,366345000,THOMAS G.THOMPSON,Research/Survey Vessel,1,301,201,2020-08-17 20:41:25,83.26,2020,"(45.8296, -129.7604)",45.8296,-129.7604,1.51,"(45.8168, -129.754)",AB_20200817203454_20200817204454,Research
1997,366345000,THOMAS G.THOMPSON,Research/Survey Vessel,0,105,201,2020-08-17 20:46:16,83.26,2020,"(45.8296, -129.7604)",45.8296,-129.7604,1.51,"(45.8168, -129.754)",AB_20200817204454_20200817205454,Research
1998,366345000,THOMAS G.THOMPSON,Research/Survey Vessel,2,299,201,2020-08-17 20:48:16,83.26,2020,"(45.8296, -129.7604)",45.8296,-129.7604,1.51,"(45.8168, -129.754)",AB_20200817204454_20200817205454,Research
1999,366345000,THOMAS G.THOMPSON,Research/Survey Vessel,1,122,201,2020-08-17 20:56:26,83.26,2020,"(45.82958, -129.7604)",45.82958,-129.7604,1.51,"(45.8168, -129.754)",AB_20200817205454_20200817210454,Research
2000,366345000,THOMAS G.THOMPSON,Research/Survey Vessel,1,302,201,2020-08-17 21:05:15,83.26,2020,"(45.8296, -129.7604)",45.8296,-129.7604,1.51,"(45.8168, -129.754)",AB_20200817210454_20200817211454,Research
2001,366345000,THOMAS G.THOMPSON,Research/Survey Vessel,3,111,201,2020-08-17 21:07:15,83.26,2020,"(45.82958, -129.7604)",45.82958,-129.7604,1.51,"(45.8168, -129.754)",AB_20200817210454_20200817211454,Research
2002,366345000,THOMAS G.THOMPSON,Research/Survey Vessel,2,307,201,2020-08-17 21:09:45,83.26,2020,"(45.82958, -129.7604)",45.82958,-129.7604,1.51,"(45.8168, -129.754)",AB_20200817210454_20200817211454,Research
2003,366345000,THOMAS G.THOMPSON,Research/Survey Vessel,3,278,201,2020-08-17 21:14:35,83.26,2020,"(45.82958, -129.7604)",45.82958,-129.7604,1.51,"(45.8168, -129.754)",AB_20200817210454_20200817211454,Research
2004,366345000,THOMAS G.THOMPSON,Research/Survey Vessel,1,101,201,2020-08-17 21:23:26,83.26,2020,"(45.82958, -129.7604)",45.82958,-129.7604,1.51,"(45.8168, -129.754)",AB_20200817211454_20200817212454,Research
2005,366345000,THOMAS G.THOMPSON,Research/Survey Vessel,1,112,201,2020-08-17 21:25:26,83.26,2020,"(45.82958, -129.7604)",45.82958,-129.7604,1.51,"(45.8168, -129.754)",AB_20200817212454_20200817213454,Research
2006,366345000,THOMAS G.THOMPSON,Research/Survey Vessel,0,116,202,2020-08-17 21:29:35,83.26,2020,"(45.82958, -129.7604)",45.82958,-129.7604,1.51,"(45.8168, -129.754)",AB_20200817212454_20200817213454,Research
2007,366345000,THOMAS G.THOMPSON,Research/Survey Vessel,1,276,201,2020-08-17 21:33:06,83.26,2020,"(45.82958, -129.7604)",45.82958,-129.7604,1.51,"(45.8168, -129.754)",AB_20200817212454_20200817213454,Research
2008,366345000,THOMAS G.THOMPSON,Research/Survey Vessel,0,98,201,2020-08-17 21:38:45,83.26,2020,"(45.82958, -129.7604)",45.82958,-129.7604,1.51,"(45.8168, -129.754)",AB_20200817213454_20200817214454,Research
2009,366345000,THOMAS G.THOMPSON,Research/Survey Vessel,1,293,201,2020-08-17 21:40:45,83.26,2020,"(45.82958, -129.7604)",45.82958,-129.7604,1.51,"(45.8168, -129.754)",AB_20200817213454_20200817214454,Research
2010,366345000,THOMAS G.THOMPSON,Research/Survey Vessel,2,313,202,2020-08-17 21:42:45,83.26,2020,"(45.8296, -129.7604)",45.8296,-129.7604,1.51,"(45.8168, -129.754)",AB_20200817213454_20200817214454,Research
2011,366345000,THOMAS G.THOMPSON,Research/Survey Vessel,1,301,202,2020-08-17 21:48:25,83.26,2020,"(45.82958, -129.7604)",45.82958,-129.7604,1.51,"(45.8168, -129.754)",AB_20200817214454_20200817215454,Research
2012,366345000,THOMAS G.THOMPSON,Research/Survey Vessel,0,273,201,2020-08-17 21:51:25,83.26,2020,"(45.8296, -129.7604)",45.8296,-129.7604,1.51,"(45.8168, -129.754)",AB_20200817214454_20200817215454,Research
2013,366345000,THOMAS G.THOMPSON,Research/Survey Vessel,0,126,201,2020-08-17 21:59:35,83.26,2020,"(45.82958, -129.7604)",45.82958,-129.7604,1.51,"(45.8168, -129.754)",AB_20200817215454_20200817220454,Research
2014,366345000,THOMAS G.THOMPSON,Research/Survey Vessel,4,289,201,2020-08-17 22:08:35,83.26,2020,"(45.82958, -129.7604)",45.82958,-129.7604,1.51,"(45.8168, -129.754)",AB_20200817220454_20200817221454,Research
2015,366345000,THOMAS G.THOMPSON,Research/Survey Vessel,1,118,202,2020-08-17 22:11:56,83.26,2020,"(45.82958, -129.7604)",45.82958,-129.7604,1.51,"(45.8168, -129.754)",AB_20200817220454_20200817221454,Research
2016,366345000,THOMAS G.THOMPSON,Research/Survey Vessel,1,104,201,2020-08-17 22:19:25,83.26,2020,"(45.8296, -129.7604)",45.8296,-129.7604,1.51,"(45.8168, -129.754)",AB_20200817221454_20200817222454,Research
2017,366345000,THOMAS G.THOMPSON,Research/Survey Vessel,0,285,202,2020-08-17 22:23:14,83.26,2020,"(45.82958, -129.7604)",45.82958,-129.7604,1.51,"(45.8168, -129.754)",AB_20200817221454_20200817222454,Research
2018,366345000,THOMAS G.THOMPSON,Research/Survey Vessel,3,99,202,2020-08-17 22:28:04,83.26,2020,"(45.8296, -129.7604)",45.8296,-129.7604,1.51,"(45.8168, -129.754)",AB_20200817222454_20200817223454,Research
2019,366345000,THOMAS G.THOMPSON,Research/Survey Vessel,1,291,202,2020-08-17 22:30:45,83.26,2020,"(45.8296, -129.7604)",45.8296,-129.7604,1.51,"(45.8168, -129.754)",AB_20200817222454_20200817223454,Research
2020,366345000,THOMAS G.THOMPSON,Research/Survey Vessel,1,115,202,2020-08-17 22:32:56,83.26,2020,"(45.8296, -129.7604)",45.8296,-129.7604,1.51,"(45.8168, -129.754)",AB_20200817222454_20200817223454,Research
2021,366345000,THOMAS G.THOMPSON,Research/Survey Vessel,3,95,201,2020-08-17 22:36:15,83.26,2020,"(45.82958, -129.7604)",45.82958,-129.7604,1.51,"(45.8168, -129.754)",AB_20200817223454_20200817224454,Research
2022,366345000,THOMAS G.THOMPSON,Research/Survey Vessel,1,289,202,2020-08-17 22:39:15,83.26,2020,"(45.82958, -129.7604)",45.82958,-129.7604,1.51,"(45.8168, -129.754)",AB_20200817223454_20200817224454,Research
2023,366345000,THOMAS G.THOMPSON,Research/Survey Vessel,1,107,201,2020-08-17 22:45:16,83.26,2020,"(45.8296, -129.7604)",45.8296,-129.7604,1.51,"(45.8168, -129.754)",AB_20200817224454_20200817225454,Research
2024,366345000,THOMAS G.THOMPSON,Research/Survey Vessel,1,275,202,2020-08-17 22:50:36,83.26,2020,"(45.8296, -129.7604)",45.8296,-129.7604,1.51,"(45.8168, -129.754)",AB_20200817224454_20200817225454,Research
2025,366345000,THOMAS G.THOMPSON,Research/Survey Vessel,3,115,202,2020-08-17 22:52:46,83.26,2020,"(45.8296, -129.7604)",45.8296,-129.7604,1.51,"(45.8168, -129.754)",AB_20200817224454_20200817225454,Research
2026,366345000,THOMAS G.THOMPSON,Research/Survey Vessel,0,117,201,2020-08-17 22:55:45,83.26,2020,"(45.8296, -129.7604)",45.8296,-129.7604,1.51,"(45.8168, -129.754)",AB_20200817225454_20200817230454,Research
2027,366345000,THOMAS G.THOMPSON,Research/Survey Vessel,0,304,202,2020-08-17 22:58:35,83.26,2020,"(45.8296, -129.7604)",45.8296,-129.7604,1.51,"(45.8168, -129.754)",AB_20200817225454_20200817230454,Research
2028,366345000,THOMAS G.THOMPSON,Research/Survey Vessel,1,285,201,2020-08-17 23:01:15,83.26,2020,"(45.82958, -129.7604)",45.82958,-129.7604,1.51,"(45.8168, -129.754)",AB_20200817225454_20200817230454,Research
2029,366345000,THOMAS G.THOMPSON,Research/Survey Vessel,0,303,201,2020-08-17 23:10:15,83.26,2020,"(45.82958, -129.7604)",45.82958,-129.7604,1.51,"(45.8168, -129.754)",AB_20200817230454_20200817231454,Research
2030,366345000,THOMAS G.THOMPSON,Research/Survey Vessel,1,121,202,2020-08-17 23:15:46,83.26,2020,"(45.82958, -129.7604)",45.82958,-129.7604,1.51,"(45.8168, -129.754)",AB_20200817231454_20200817232454,Research
2031,366345000,THOMAS G.THOMPSON,Research/Survey Vessel,1,285,202,2020-08-17 23:17:46,83.26,2020,"(45.8296, -129.7604)",45.8296,-129.7604,1.51,"(45.8168, -129.754)",AB_20200817231454_20200817232454,Research
2032,366345000,THOMAS G.THOMPSON,Research/Survey Vessel,1,115,201,2020-08-17 23:56:05,83.26,2020,"(45.8296, -129.7604)",45.8296,-129.7604,1.51,"(45.8168, -129.754)",AB_20200817235605_20200818000605,Research
2033,366345000,THOMAS G.THOMPSON,Research/Survey Vessel,3,303,201,2020-08-18 00:03:55,83.26,2020,"(45.8296, -129.7604)",45.8296,-129.7604,1.51,"(45.8168, -129.754)",AB_20200817235605_20200818000605,Research
2034,366345000,THOMAS G.THOMPSON,Research/Survey Vessel,1,119,202,2020-08-18 00:46:24,83.26,2020,"(45.8296, -129.7604)",45.8296,-129.7604,1.51,"(45.8168, -129.754)",AB_20200818004624_20200818005624,Research
2035,366345000,THOMAS G.THOMPSON,Research/Survey Vessel,2,126,202,2020-08-18 00:49:14,83.26,2020,"(45.8296, -129.7604)",45.8296,-129.7604,1.51,"(45.8168, -129.754)",AB_20200818004624_20200818005624,Research
2036,366345000,THOMAS G.THOMPSON,Research/Survey Vessel,0,273,202,2020-08-18 00:52:34,83.26,2020,"(45.8296, -129.7604)",45.8296,-129.7604,1.51,"(45.8168, -129.754)",AB_20200818004624_20200818005624,Research
2037,366345000,THOMAS G.THOMPSON,Research/Survey Vessel,2,93,202,2020-08-18 00:54:55,83.26,2020,"(45.8296, -129.7604)",45.8296,-129.7604,1.51,"(45.8168, -129.754)",AB_20200818004624_20200818005624,Research
2038,366345000,THOMAS G.THOMPSON,Research/Survey Vessel,2,279,201,2020-08-18 01:04:36,83.26,2020,"(45.82958, -129.7604)",45.82958,-129.7604,1.51,"(45.8168, -129.754)",AB_20200818005624_20200818010624,Research
2039,366345000,THOMAS G.THOMPSON,Research/Survey Vessel,11,127,115,2020-08-18 01:08:25,83.26,2020,"(45.82938, -129.7604)",45.82938,-129.7604,1.48,"(45.8168, -129.754)",AB_20200818010624_20200818011624,Research
