,MMSI,SHIPNAME,VESSEL TYPE,SPEED (KNOTSx10),COURSE,HEADING,TIMESTAMP UTC,LENGTH,Year,ship_Loc,LAT,LON,distance(in km),central_caldera_Loc,instance_id,ud_group
1340,338415000,RACHEL CARSON,Offshore Supply Ship,45,208,195,2019-08-30 12:40:26,41.46,2019,"(45.95167, -129.9942)",45.95167,-129.9942,1.19,"(45.9549, -130.0089)",CC_20150709143020_20150709144020,Offshore
1341,338415000,RACHEL CARSON,Offshore Supply Ship,43,200,193,2019-08-30 12:45:13,41.46,2019,"(45.94678, -129.996)",45.94678,-129.996,1.35,"(45.9549, -130.0089)",CC_20150709144020_20150709145020,Offshore
1342,338415000,RACHEL CARSON,Offshore Supply Ship,47,187,195,2019-08-30 12:50:45,41.46,2019,"(45.93937, -129.9991)",45.93937,-129.9991,1.89,"(45.9549, -130.0089)",CC_20150709145020_20150709150020,Offshore
1343,338415000,RACHEL CARSON,Offshore Supply Ship,48,199,197,2019-08-30 12:55:11,41.46,2019,"(45.93391, -130.0013)",45.93391,-130.0013,2.41,"(45.9549, -130.0089)",CC_20150709150020_20150709151020,Offshore
1344,338415000,RACHEL CARSON,Offshore Supply Ship,43,199,196,2019-08-30 13:00:05,41.46,2019,"(45.92801, -130.0037)",45.92801,-130.0037,3.02,"(45.9549, -130.0089)",CC_20150709151020_20150709152020,Offshore
1345,338415000,RACHEL CARSON,Offshore Supply Ship,45,179,195,2019-08-30 13:03:28,41.46,2019,"(45.92402, -130.0054)",45.92402,-130.0054,3.44,"(45.9549, -130.0089)",CC_20150709152020_20150709153020,Offshore
1346,338415000,RACHEL CARSON,Offshore Supply Ship,46,209,197,2019-08-30 13:05:20,41.46,2019,"(45.92185, -130.0063)",45.92185,-130.0063,3.68,"(45.9549, -130.0089)",CC_20150709153020_20150709154020,Offshore
1347,338415000,RACHEL CARSON,Offshore Supply Ship,46,194,196,2019-08-30 13:07:10,41.46,2019,"(45.91967, -130.0072)",45.91967,-130.0072,3.92,"(45.9549, -130.0089)",CC_20150709154020_20150709155020,Offshore
1348,338415000,RACHEL CARSON,Offshore Supply Ship,48,19,17,2019-08-30 14:17:17,41.46,2019,"(45.91102, -130.0165)",45.91102,-130.0165,4.91,"(45.9549, -130.0089)",CC_20150709155020_20150709160020,Offshore
1349,338415000,RACHEL CARSON,Offshore Supply Ship,50,13,11,2019-08-30 14:28:11,41.46,2019,"(45.92567, -130.0118)",45.92567,-130.0118,3.26,"(45.9549, -130.0089)",CC_20150709160020_20150709161020,Offshore
1350,338415000,RACHEL CARSON,Offshore Supply Ship,50,12,11,2019-08-30 14:28:17,41.46,2019,"(45.92581, -130.0117)",45.92581,-130.0117,3.24,"(45.9549, -130.0089)",CC_20150709161020_20150709162020,Offshore
1351,338415000,RACHEL CARSON,Offshore Supply Ship,54,11,12,2019-08-30 14:30:39,41.46,2019,"(45.92908, -130.0106)",45.92908,-130.0106,2.87,"(45.9549, -130.0089)",CC_20150709162020_20150709163020,Offshore
1352,338415000,RACHEL CARSON,Offshore Supply Ship,55,24,13,2019-08-30 14:30:51,41.46,2019,"(45.92937, -130.0105)",45.92937,-130.0105,2.84,"(45.9549, -130.0089)",CC_20150709163020_20150709164020,Offshore
1353,338415000,RACHEL CARSON,Offshore Supply Ship,53,15,13,2019-08-30 14:30:55,41.46,2019,"(45.92944, -130.0105)",45.92944,-130.0105,2.83,"(45.9549, -130.0089)",CC_20150709164020_20150709165020,Offshore
1354,338415000,RACHEL CARSON,Offshore Supply Ship,50,17,14,2019-08-30 14:34:48,41.46,2019,"(45.9349, -130.0086)",45.9349,-130.0086,2.22,"(45.9549, -130.0089)",CC_20150709165020_20150709170020,Offshore
1355,338415000,RACHEL CARSON,Offshore Supply Ship,47,22,13,2019-08-30 14:37:09,41.46,2019,"(45.93653, -130.008)",45.93653,-130.008,2.04,"(45.9549, -130.0089)",CC_20150709170020_20150709171020,Offshore
1356,338415000,RACHEL CARSON,Offshore Supply Ship,48,32,12,2019-08-30 14:37:47,41.46,2019,"(45.93905, -130.0071)",45.93905,-130.0071,1.77,"(45.9549, -130.0089)",CC_20150709171020_20150709172020,Offshore
1357,338415000,RACHEL CARSON,Offshore Supply Ship,53,21,9,2019-08-30 14:39:06,41.46,2019,"(45.94087, -130.0065)",45.94087,-130.0065,1.57,"(45.9549, -130.0089)",CC_20150709172020_20150709173020,Offshore
1358,338415000,RACHEL CARSON,Offshore Supply Ship,55,12,7,2019-08-30 14:41:32,41.46,2019,"(45.94421, -130.0053)",45.94421,-130.0053,1.22,"(45.9549, -130.0089)",CC_20150709173020_20150709174020,Offshore
1359,338415000,RACHEL CARSON,Offshore Supply Ship,51,7,8,2019-08-30 14:41:55,41.46,2019,"(45.94475, -130.0052)",45.94475,-130.0052,1.16,"(45.9549, -130.0089)",CC_20150709174020_20150709175020,Offshore
1360,338415000,RACHEL CARSON,Offshore Supply Ship,53,6,11,2019-08-30 14:43:46,41.46,2019,"(45.94732, -130.0043)",45.94732,-130.0043,0.91,"(45.9549, -130.0089)",CC_20150709175020_20150709180020,Offshore
1361,338415000,RACHEL CARSON,Offshore Supply Ship,52,9,12,2019-08-30 14:43:52,41.46,2019,"(45.94744, -130.0042)",45.94744,-130.0042,0.91,"(45.9549, -130.0089)",CC_20150709180020_20150709181020,Offshore
1362,338415000,RACHEL CARSON,Offshore Supply Ship,50,17,12,2019-08-30 14:44:04,41.46,2019,"(45.94771, -130.0041)",45.94771,-130.0041,0.88,"(45.9549, -130.0089)",CC_20150709181020_20150709182020,Offshore
1363,338415000,RACHEL CARSON,Offshore Supply Ship,58,17,9,2019-08-30 14:47:14,41.46,2019,"(45.95217, -130.0028)",45.95217,-130.0028,0.56,"(45.9549, -130.0089)",CC_20150709182020_20150709183020,Offshore
1364,366345000,THOMAS G.THOMPSON,Research/Survey Vessel,4,6,338,2015-07-09 18:34:36,83.26,2015,"(45.93408, -130.0131)",45.93408,-130.0131,2.34,"(45.9549, -130.0089)",CC_20150709183020_20150709184020,Research
1365,338415000,RACHEL CARSON,Offshore Supply Ship,54,14,14,2019-08-30 14:53:57,41.46,2019,"(45.96136, -130.0001)",45.96136,-130.0001,0.99,"(45.9549, -130.0089)",CC_20150709184020_20150709185020,Offshore
1366,338415000,RACHEL CARSON,Offshore Supply Ship,53,4,14,2019-08-30 14:55:45,41.46,2019,"(45.96364, -129.9992)",45.96364,-129.9992,1.23,"(45.9549, -130.0089)",CC_20150709185020_20150709190020,Offshore
1367,338415000,RACHEL CARSON,Offshore Supply Ship,51,9,11,2019-08-30 14:57:04,41.46,2019,"(45.96597, -129.9986)",45.96597,-129.9986,1.47,"(45.9549, -130.0089)",CC_20150709190020_20150709191020,Offshore
1368,338415000,RACHEL CARSON,Offshore Supply Ship,57,12,13,2019-08-30 14:59:05,41.46,2019,"(45.96883, -129.9978)",45.96883,-129.9978,1.77,"(45.9549, -130.0089)",CC_20150709191020_20150709192020,Offshore
1369,338415000,RACHEL CARSON,Offshore Supply Ship,54,9,11,2019-08-30 15:02:04,41.46,2019,"(45.97316, -129.9965)",45.97316,-129.9965,2.25,"(45.9549, -130.0089)",CC_20150709192020_20150709193020,Offshore
1370,338415000,RACHEL CARSON,Offshore Supply Ship,58,8,8,2019-08-30 15:04:46,41.46,2019,"(45.97615, -129.9957)",45.97615,-129.9957,2.57,"(45.9549, -130.0089)",CC_20150709193020_20150709194020,Offshore
1371,338415000,RACHEL CARSON,Offshore Supply Ship,43,11,8,2019-08-30 15:04:49,41.46,2019,"(45.97647, -129.9956)",45.97647,-129.9956,2.61,"(45.9549, -130.0089)",CC_20150709194020_20150709195020,Offshore
1372,338415000,RACHEL CARSON,Offshore Supply Ship,52,14,11,2019-08-30 15:05:54,41.46,2019,"(45.97857, -129.995)",45.97857,-129.995,2.84,"(45.9549, -130.0089)",CC_20150709195020_20150709200020,Offshore
1373,338415000,RACHEL CARSON,Offshore Supply Ship,49,11,13,2019-08-30 15:08:15,41.46,2019,"(45.98189, -129.9941)",45.98189,-129.9941,3.21,"(45.9549, -130.0089)",CC_20150709200020_20150709201020,Offshore
1374,338415000,RACHEL CARSON,Offshore Supply Ship,55,15,10,2019-08-30 15:16:04,41.46,2019,"(45.99293, -129.9906)",45.99293,-129.9906,4.46,"(45.9549, -130.0089)",CC_20150709201020_20150709202020,Offshore
1375,338415000,RACHEL CARSON,Offshore Supply Ship,53,11,11,2019-08-30 15:16:19,41.46,2019,"(45.99328, -129.9905)",45.99328,-129.9905,4.5,"(45.9549, -130.0089)",CC_20150709202020_20150709203020,Offshore
1376,338415000,RACHEL CARSON,Offshore Supply Ship,39,166,177,2019-08-30 16:36:25,41.46,2019,"(45.97399, -129.9525)",45.97399,-129.9525,4.86,"(45.9549, -130.0089)",CC_20150709203020_20150709204020,Offshore
1377,338415000,RACHEL CARSON,Offshore Supply Ship,42,154,180,2019-08-30 16:41:39,41.46,2019,"(45.96819, -129.9508)",45.96819,-129.9508,4.74,"(45.9549, -130.0089)",CC_20150709204020_20150709205020,Offshore
1378,338415000,RACHEL CARSON,Offshore Supply Ship,39,186,177,2019-08-30 16:46:46,41.46,2019,"(45.96242, -129.9492)",45.96242,-129.9492,4.7,"(45.9549, -130.0089)",CC_20150709205020_20150709210020,Offshore
1379,338415000,RACHEL CARSON,Offshore Supply Ship,31,178,178,2019-08-30 16:46:54,41.46,2019,"(45.96226, -129.9492)",45.96226,-129.9492,4.7,"(45.9549, -130.0089)",CC_20150709210020_20150709211020,Offshore
1380,338415000,RACHEL CARSON,Offshore Supply Ship,41,198,182,2019-08-30 16:50:40,41.46,2019,"(45.95827, -129.9478)",45.95827,-129.9478,4.75,"(45.9549, -130.0089)",CC_20150709211020_20150709212020,Offshore
1381,338415000,RACHEL CARSON,Offshore Supply Ship,36,166,177,2019-08-30 16:53:27,41.46,2019,"(45.95623, -129.9476)",45.95623,-129.9476,4.75,"(45.9549, -130.0089)",CC_20150709212020_20150709213020,Offshore
1382,338415000,RACHEL CARSON,Offshore Supply Ship,35,184,185,2019-08-30 16:55:25,41.46,2019,"(45.95319, -129.9466)",45.95319,-129.9466,4.83,"(45.9549, -130.0089)",CC_20150709213020_20150709214020,Offshore
1383,338415000,RACHEL CARSON,Offshore Supply Ship,54,353,347,2019-08-30 18:32:35,41.46,2019,"(45.95538, -129.9449)",45.95538,-129.9449,4.96,"(45.9549, -130.0089)",CC_20150709214020_20150709215020,Offshore
1384,338415000,RACHEL CARSON,Offshore Supply Ship,56,352,343,2019-08-30 18:38:46,41.46,2019,"(45.96474, -129.9474)",45.96474,-129.9474,4.89,"(45.9549, -130.0089)",CC_20150709215020_20150709220020,Offshore
1385,338415000,RACHEL CARSON,Offshore Supply Ship,59,347,342,2019-08-30 18:38:58,41.46,2019,"(45.96504, -129.9475)",45.96504,-129.9475,4.89,"(45.9549, -130.0089)",CC_20150709220020_20150709221020,Offshore
1386,338415000,RACHEL CARSON,Offshore Supply Ship,54,344,341,2019-08-30 18:42:35,41.46,2019,"(45.97046, -129.9489)",45.97046,-129.9489,4.96,"(45.9549, -130.0089)",CC_20150709221020_20150709222020,Offshore
1387,338415000,RACHEL CARSON,Offshore Supply Ship,62,203,188,2019-08-31 01:12:59,41.46,2019,"(45.99103, -129.9759)",45.99103,-129.9759,4.76,"(45.9549, -130.0089)",CC_20150709222020_20150709223020,Offshore
1388,338415000,RACHEL CARSON,Offshore Supply Ship,82,188,188,2019-08-31 01:13:26,41.46,2019,"(45.99013, -129.9762)",45.99013,-129.9762,4.66,"(45.9549, -130.0089)",CC_20150709223020_20150709224020,Offshore
1389,366345000,THOMAS G.THOMPSON,Research/Survey Vessel,4,1,336,2015-07-10 01:37:59,83.26,2015,"(45.92692, -129.9776)",45.92692,-129.9776,3.95,"(45.9549, -130.0089)",CC_20150710013759_20150710014759,Research
1390,338415000,RACHEL CARSON,Offshore Supply Ship,69,182,181,2019-08-31 01:17:48,41.46,2019,"(45.98147, -129.9776)",45.98147,-129.9776,3.82,"(45.9549, -130.0089)",CC_20150710014759_20150710015759,Offshore
1391,366345000,THOMAS G.THOMPSON,Research/Survey Vessel,3,48,351,2015-07-10 04:31:57,83.26,2015,"(45.92646, -129.9779)",45.92646,-129.9779,3.97,"(45.9549, -130.0089)",CC_20150710043157_20150710044157,Research
1392,366345000,THOMAS G.THOMPSON,Research/Survey Vessel,4,209,350,2015-07-10 05:08:39,83.26,2015,"(45.92648, -129.9779)",45.92648,-129.9779,3.97,"(45.9549, -130.0089)",CC_20150710050839_20150710051839,Research
1393,338415000,RACHEL CARSON,Offshore Supply Ship,96,189,184,2019-08-31 01:28:10,41.46,2019,"(45.9593, -129.982)",45.9593,-129.982,2.14,"(45.9549, -130.0089)",CC_20150710051839_20150710052839,Offshore
1394,366345000,THOMAS G.THOMPSON,Research/Survey Vessel,3,287,348,2015-07-10 06:11:59,83.26,2015,"(45.92645, -129.9779)",45.92645,-129.9779,3.97,"(45.9549, -130.0089)",CC_20150710061159_20150710062159,Research
1395,338415000,RACHEL CARSON,Offshore Supply Ship,61,179,184,2019-08-31 01:34:31,41.46,2019,"(45.94489, -129.9849)",45.94489,-129.9849,2.17,"(45.9549, -130.0089)",CC_20150710062159_20150710063159,Offshore
1396,366345000,THOMAS G.THOMPSON,Research/Survey Vessel,2,336,339,2015-07-10 15:51:56,83.26,2015,"(45.92651, -129.9789)",45.92651,-129.9789,3.92,"(45.9549, -130.0089)",CC_20150710155156_20150710160156,Research
1397,338415000,RACHEL CARSON,Offshore Supply Ship,73,178,185,2019-08-31 01:41:08,41.46,2019,"(45.93039, -129.9875)",45.93039,-129.9875,3.19,"(45.9549, -130.0089)",CC_20150710160156_20150710161156,Offshore
1398,338417000,SIKULIAQ,Special Vessel,21,290,306,2016-07-14 07:03:35,79.71,2016,"(45.92207, -129.968)",45.92207,-129.968,4.83,"(45.9549, -130.0089)",CC_20150710161156_20150710162156,Research
1399,338417000,SIKULIAQ,Special Vessel,10,227,320,2016-07-14 07:13:09,79.71,2016,"(45.92476, -129.9768)",45.92476,-129.9768,4.17,"(45.9549, -130.0089)",CC_20150710162156_20150710163156,Research
1400,338417000,SIKULIAQ,Special Vessel,17,310,329,2016-07-14 07:18:56,79.71,2016,"(45.92515, -129.9791)",45.92515,-129.9791,4.03,"(45.9549, -130.0089)",CC_20150710163156_20150710164156,Research
1401,338417000,SIKULIAQ,Special Vessel,4,22,346,2016-07-14 07:25:09,79.71,2016,"(45.92581, -129.9799)",45.92581,-129.9799,3.94,"(45.9549, -130.0089)",CC_20150710164156_20150710165156,Research
1402,338417000,SIKULIAQ,Special Vessel,13,41,346,2016-07-14 07:34:16,79.71,2016,"(45.92613, -129.9795)",45.92613,-129.9795,3.93,"(45.9549, -130.0089)",CC_20150710165156_20150710170156,Research
1403,338417000,SIKULIAQ,Special Vessel,5,115,346,2016-07-14 07:42:35,79.71,2016,"(45.92607, -129.9792)",45.92607,-129.9792,3.95,"(45.9549, -130.0089)",CC_20150710170156_20150710171156,Research
1404,338417000,SIKULIAQ,Special Vessel,10,224,345,2016-07-14 07:47:55,79.71,2016,"(45.92591, -129.9792)",45.92591,-129.9792,3.96,"(45.9549, -130.0089)",CC_20150710171156_20150710172156,Research
1405,366345000,THOMAS G.THOMPSON,Research/Survey Vessel,2,140,345,2015-07-10 17:28:17,83.26,2015,"(45.92655, -129.9792)",45.92655,-129.9792,3.9,"(45.9549, -130.0089)",CC_20150710172156_20150710173156,Research
1406,338417000,SIKULIAQ,Special Vessel,6,156,345,2016-07-14 08:04:04,79.71,2016,"(45.92591, -129.9792)",45.92591,-129.9792,3.96,"(45.9549, -130.0089)",CC_20150710173156_20150710174156,Research
1407,338415000,RACHEL CARSON,Offshore Supply Ship,57,17,8,2019-08-22 06:06:33,41.46,2019,"(45.94758, -130.0451)",45.94758,-130.0451,2.92,"(45.9549, -130.0089)",CC_20150710174156_20150710175156,Offshore
1408,338417000,SIKULIAQ,Special Vessel,8,340,346,2016-07-14 08:24:56,79.71,2016,"(45.92567, -129.9798)",45.92567,-129.9798,3.96,"(45.9549, -130.0089)",CC_20150710175156_20150710180156,Research
1409,338417000,SIKULIAQ,Special Vessel,7,301,344,2016-07-14 08:30:07,79.71,2016,"(45.92565, -129.9801)",45.92565,-129.9801,3.94,"(45.9549, -130.0089)",CC_20150710180156_20150710181156,Research
1410,338415000,RACHEL CARSON,Offshore Supply Ship,54,19,5,2019-08-22 06:15:32,41.46,2019,"(45.96149, -130.0448)",45.96149,-130.0448,2.88,"(45.9549, -130.0089)",CC_20150710181156_20150710182156,Offshore
1411,338417000,SIKULIAQ,Special Vessel,4,173,346,2016-07-14 08:47:09,79.71,2016,"(45.92565, -129.9801)",45.92565,-129.9801,3.94,"(45.9549, -130.0089)",CC_20150710182156_20150710183156,Research
1412,338415000,RACHEL CARSON,Offshore Supply Ship,50,19,8,2019-08-22 06:20:10,41.46,2019,"(45.96829, -130.0446)",45.96829,-130.0446,3.14,"(45.9549, -130.0089)",CC_20150710183156_20150710184156,Offshore
1413,338417000,SIKULIAQ,Special Vessel,7,111,345,2016-07-14 09:10:52,79.71,2016,"(45.92589, -129.9797)",45.92589,-129.9797,3.94,"(45.9549, -130.0089)",CC_20150710184156_20150710185156,Research
1414,366345000,THOMAS G.THOMPSON,Research/Survey Vessel,3,282,345,2015-07-10 18:57:35,83.26,2015,"(45.92688, -129.978)",45.92688,-129.978,3.93,"(45.9549, -130.0089)",CC_20150710185156_20150710190156,Research
1415,366345000,THOMAS G.THOMPSON,Research/Survey Vessel,7,213,346,2015-07-10 19:09:06,83.26,2015,"(45.92562, -129.9791)",45.92562,-129.9791,3.99,"(45.9549, -130.0089)",CC_20150710190156_20150710191156,Research
1416,338415000,RACHEL CARSON,Offshore Supply Ship,52,352,10,2019-08-22 06:24:37,41.46,2019,"(45.97466, -130.0443)",45.97466,-130.0443,3.51,"(45.9549, -130.0089)",CC_20150710191156_20150710192156,Offshore
1417,338417000,SIKULIAQ,Special Vessel,11,38,344,2016-07-14 09:45:05,79.71,2016,"(45.92591, -129.9797)",45.92591,-129.9797,3.94,"(45.9549, -130.0089)",CC_20150710192156_20150710193156,Research
1418,338415000,RACHEL CARSON,Offshore Supply Ship,43,357,8,2019-08-22 06:24:55,41.46,2019,"(45.97514, -130.0443)",45.97514,-130.0443,3.55,"(45.9549, -130.0089)",CC_20150710193156_20150710194156,Offshore
1419,338417000,SIKULIAQ,Special Vessel,5,170,345,2016-07-14 10:09:12,79.71,2016,"(45.92602, -129.9797)",45.92602,-129.9797,3.93,"(45.9549, -130.0089)",CC_20150710194156_20150710195156,Research
1420,338417000,SIKULIAQ,Special Vessel,3,77,345,2016-07-14 10:14:18,79.71,2016,"(45.92602, -129.9797)",45.92602,-129.9797,3.93,"(45.9549, -130.0089)",CC_20150710195156_20150710200156,Research
1421,338417000,SIKULIAQ,Special Vessel,5,25,345,2016-07-14 10:32:39,79.71,2016,"(45.92634, -129.9791)",45.92634,-129.9791,3.93,"(45.9549, -130.0089)",CC_20150710200156_20150710201156,Research
1422,338415000,RACHEL CARSON,Offshore Supply Ship,34,209,185,2019-08-22 07:51:58,41.46,2019,"(45.99275, -130.0421)",45.99275,-130.0421,4.93,"(45.9549, -130.0089)",CC_20150710201156_20150710202156,Offshore
1423,366345000,THOMAS G.THOMPSON,Research/Survey Vessel,2,167,345,2015-07-10 20:24:20,83.26,2015,"(45.92692, -129.978)",45.92692,-129.978,3.93,"(45.9549, -130.0089)",CC_20150710202156_20150710203156,Research
1424,338415000,RACHEL CARSON,Offshore Supply Ship,30,173,156,2019-08-22 07:54:50,41.46,2019,"(45.9905, -130.0416)",45.9905,-130.0416,4.7,"(45.9549, -130.0089)",CC_20150710203156_20150710204156,Offshore
1425,338417000,SIKULIAQ,Special Vessel,5,90,345,2016-07-14 11:05:46,79.71,2016,"(45.92631, -129.9792)",45.92631,-129.9792,3.92,"(45.9549, -130.0089)",CC_20150710204156_20150710205156,Research
1426,338417000,SIKULIAQ,Special Vessel,2,51,345,2016-07-14 11:11:16,79.71,2016,"(45.9263, -129.9792)",45.9263,-129.9792,3.93,"(45.9549, -130.0089)",CC_20150710205156_20150710210156,Research
1427,338415000,RACHEL CARSON,Offshore Supply Ship,31,141,172,2019-08-22 08:01:11,41.46,2019,"(45.98564, -130.0401)",45.98564,-130.0401,4.19,"(45.9549, -130.0089)",CC_20150710210156_20150710211156,Offshore
1428,338417000,SIKULIAQ,Special Vessel,4,224,345,2016-07-14 11:27:04,79.71,2016,"(45.92631, -129.9791)",45.92631,-129.9791,3.93,"(45.9549, -130.0089)",CC_20150710211156_20150710212156,Research
1429,338417000,SIKULIAQ,Special Vessel,11,56,345,2016-07-14 11:32:38,79.71,2016,"(45.92633, -129.9791)",45.92633,-129.9791,3.93,"(45.9549, -130.0089)",CC_20150710212156_20150710213156,Research
1430,338415000,RACHEL CARSON,Offshore Supply Ship,31,153,169,2019-08-22 08:01:58,41.46,2019,"(45.98503, -130.0399)",45.98503,-130.0399,4.12,"(45.9549, -130.0089)",CC_20150710213156_20150710214156,Offshore
1431,338417000,SIKULIAQ,Special Vessel,5,226,347,2016-07-14 11:53:21,79.71,2016,"(45.92631, -129.9791)",45.92631,-129.9791,3.93,"(45.9549, -130.0089)",CC_20150710214156_20150710215156,Research
1432,366345000,THOMAS G.THOMPSON,Research/Survey Vessel,3,262,345,2015-07-10 22:00:00,83.26,2015,"(45.9269, -129.9781)",45.9269,-129.9781,3.92,"(45.9549, -130.0089)",CC_20150710215156_20150710220156,Research
1433,338417000,SIKULIAQ,Special Vessel,6,358,332,2016-07-25 08:00:13,79.71,2016,"(45.92411, -129.9777)",45.92411,-129.9777,4.19,"(45.9549, -130.0089)",CC_20150710220156_20150710221156,Research
1434,338415000,RACHEL CARSON,Offshore Supply Ship,23,171,161,2019-08-22 08:06:44,41.46,2019,"(45.98145, -130.0383)",45.98145,-130.0383,3.73,"(45.9549, -130.0089)",CC_20150710221156_20150710222156,Offshore
1435,338417000,SIKULIAQ,Special Vessel,4,328,334,2016-07-25 08:13:37,79.71,2016,"(45.92545, -129.9787)",45.92545,-129.9787,4.02,"(45.9549, -130.0089)",CC_20150710222156_20150710223156,Research
1436,338415000,RACHEL CARSON,Offshore Supply Ship,36,166,185,2019-08-22 08:10:05,41.46,2019,"(45.97895, -130.0374)",45.97895,-130.0374,3.47,"(45.9549, -130.0089)",CC_20150710223156_20150710224156,Offshore
1437,338417000,SIKULIAQ,Special Vessel,2,236,316,2016-07-25 08:40:11,79.71,2016,"(45.92575, -129.9785)",45.92575,-129.9785,4.01,"(45.9549, -130.0089)",CC_20150710224156_20150710225156,Research
1438,338415000,RACHEL CARSON,Offshore Supply Ship,36,197,174,2019-08-22 08:10:51,41.46,2019,"(45.97835, -130.0373)",45.97835,-130.0373,3.41,"(45.9549, -130.0089)",CC_20150710225156_20150710230156,Offshore
1439,338417000,SIKULIAQ,Special Vessel,1,128,316,2016-07-25 08:56:12,79.71,2016,"(45.92575, -129.9785)",45.92575,-129.9785,4.01,"(45.9549, -130.0089)",CC_20150710230156_20150710231156,Research
1440,338415000,RACHEL CARSON,Offshore Supply Ship,33,184,172,2019-08-22 08:16:53,41.46,2019,"(45.97355, -130.0352)",45.97355,-130.0352,2.91,"(45.9549, -130.0089)",CC_20150710231156_20150710232156,Offshore
1441,338415000,RACHEL CARSON,Offshore Supply Ship,21,175,171,2019-08-22 08:19:31,41.46,2019,"(45.97139, -130.0344)",45.97139,-130.0344,2.7,"(45.9549, -130.0089)",CC_20150710232156_20150710233156,Offshore
1442,338415000,RACHEL CARSON,Offshore Supply Ship,23,155,169,2019-08-22 08:19:41,41.46,2019,"(45.97124, -130.0344)",45.97124,-130.0344,2.68,"(45.9549, -130.0089)",CC_20150710233156_20150710234156,Offshore
1443,338417000,SIKULIAQ,Special Vessel,3,132,316,2016-07-25 10:18:42,79.71,2016,"(45.92574, -129.9785)",45.92574,-129.9785,4.01,"(45.9549, -130.0089)",CC_20150710234156_20150710235156,Research
1444,338415000,RACHEL CARSON,Offshore Supply Ship,29,169,168,2019-08-22 08:22:40,41.46,2019,"(45.96879, -130.0334)",45.96879,-130.0334,2.45,"(45.9549, -130.0089)",CC_20150710235156_20150711000156,Offshore
1445,338417000,SIKULIAQ,Special Vessel,5,254,316,2016-07-25 10:42:12,79.71,2016,"(45.92576, -129.9785)",45.92576,-129.9785,4.01,"(45.9549, -130.0089)",CC_20150711000156_20150711001156,Research
1446,338415000,RACHEL CARSON,Offshore Supply Ship,38,156,167,2019-08-22 08:28:01,41.46,2019,"(45.96434, -130.0313)",45.96434,-130.0313,2.03,"(45.9549, -130.0089)",CC_20150711001156_20150711002156,Offshore
1447,338417000,SIKULIAQ,Special Vessel,4,295,315,2016-07-25 11:02:42,79.71,2016,"(45.92576, -129.9785)",45.92576,-129.9785,4.01,"(45.9549, -130.0089)",CC_20150711002156_20150711003156,Research
1448,338417000,SIKULIAQ,Special Vessel,1,140,316,2016-07-25 11:15:10,79.71,2016,"(45.92576, -129.9785)",45.92576,-129.9785,4.01,"(45.9549, -130.0089)",CC_20150711003156_20150711004156,Research
1449,338415000,RACHEL CARSON,Offshore Supply Ship,34,161,170,2019-08-22 08:30:48,41.46,2019,"(45.9621, -130.0302)",45.9621,-130.0302,1.83,"(45.9549, -130.0089)",CC_20150711004156_20150711005156,Offshore
1450,338415000,RACHEL CARSON,Offshore Supply Ship,38,162,177,2019-08-22 08:32:42,41.46,2019,"(45.96051, -130.0296)",45.96051,-130.0296,1.72,"(45.9549, -130.0089)",CC_20150711005156_20150711010156,Offshore
1451,338415000,RACHEL CARSON,Offshore Supply Ship,25,191,166,2019-08-22 08:37:08,41.46,2019,"(45.95683, -130.0276)",45.95683,-130.0276,1.47,"(45.9549, -130.0089)",CC_20150711010156_20150711011156,Offshore
1452,338415000,RACHEL CARSON,Offshore Supply Ship,37,161,164,2019-08-22 08:41:37,41.46,2019,"(45.95313, -130.026)",45.95313,-130.026,1.34,"(45.9549, -130.0089)",CC_20150711011156_20150711012156,Offshore
1453,366345000,THOMAS G.THOMPSON,Research/Survey Vessel,1,21,319,2015-07-11 01:24:49,83.26,2015,"(45.92698, -129.9781)",45.92698,-129.9781,3.92,"(45.9549, -130.0089)",CC_20150711012156_20150711013156,Research
1454,338415000,RACHEL CARSON,Offshore Supply Ship,40,152,175,2019-08-22 08:44:36,41.46,2019,"(45.95071, -130.0245)",45.95071,-130.0245,1.3,"(45.9549, -130.0089)",CC_20150711013156_20150711014156,Offshore
1455,366345000,THOMAS G.THOMPSON,Research/Survey Vessel,2,123,320,2015-07-11 01:45:28,83.26,2015,"(45.92698, -129.978)",45.92698,-129.978,3.92,"(45.9549, -130.0089)",CC_20150711014156_20150711015156,Research
1456,338415000,RACHEL CARSON,Offshore Supply Ship,33,172,171,2019-08-22 08:46:26,41.46,2019,"(45.94915, -130.0239)",45.94915,-130.0239,1.33,"(45.9549, -130.0089)",CC_20150711015156_20150711020156,Offshore
1457,366345000,THOMAS G.THOMPSON,Research/Survey Vessel,2,122,318,2015-07-11 02:08:29,83.26,2015,"(45.92693, -129.9781)",45.92693,-129.9781,3.92,"(45.9549, -130.0089)",CC_20150711020156_20150711021156,Research
1458,338417000,SIKULIAQ,Special Vessel,0,242,316,2016-07-25 12:49:30,79.71,2016,"(45.92561, -129.9783)",45.92561,-129.9783,4.03,"(45.9549, -130.0089)",CC_20150711021156_20150711022156,Research
1459,366345000,THOMAS G.THOMPSON,Research/Survey Vessel,2,321,318,2015-07-11 02:31:39,83.26,2015,"(45.92693, -129.9781)",45.92693,-129.9781,3.92,"(45.9549, -130.0089)",CC_20150711022156_20150711023156,Research
